Date,Close,Volume
1950-12-22,20.07,2720000
1950-12-26,19.92,2660000
1950-12-27,20.30,2940000
1950-12-28,20.38,3560000
1950-12-29,20.43,3440000
1951-01-02,20.77,3030000
1951-01-03,20.69,3370000
1951-01-04,20.87,3390000
1951-01-05,20.87,3390000
1951-01-08,21.00,2780000
1951-01-09,21.12,3800000
1951-01-10,20.85,3270000
1951-01-11,21.19,3490000
1951-01-12,21.11,2950000
1951-01-15,21.30,2830000
1951-01-16,21.46,3740000
1951-01-17,21.55,3880000
1951-01-18,21.40,3490000
1951-01-19,21.36,3170000
1951-01-22,21.18,2570000
1951-01-23,21.26,2080000
1951-01-24,21.16,1990000
1951-01-25,21.03,2520000
1951-01-26,21.26,2230000
1951-01-29,21.67,2630000
1951-01-30,21.74,2480000
1951-01-31,21.66,2340000
1951-02-01,21.77,2380000
1951-02-02,21.96,3030000
1951-02-05,22.20,2680000
1951-02-06,22.12,2370000
1951-02-07,21.99,2020000
1951-02-08,22.09,2120000
1951-02-09,22.17,2550000
1951-02-13,22.18,2400000
1951-02-14,22.12,2050000
1951-02-15,22.00,1700000
1951-02-16,22.13,1860000
1951-02-19,21.83,1910000
1951-02-20,21.79,2010000
1951-02-21,21.86,1670000
1951-02-23,21.92,1540000
1951-02-26,21.93,1650000
1951-02-27,21.76,1680000
1951-02-28,21.80,1640000
1951-03-01,21.85,1610000
1951-03-02,21.93,1570000
1951-03-05,21.79,1690000
1951-03-06,21.79,1490000
1951-03-07,21.86,1770000
1951-03-08,21.95,1440000
1951-03-09,21.95,1610000
1951-03-12,21.70,1640000
1951-03-13,21.41,2330000
1951-03-14,21.25,2110000
1951-03-15,21.29,2070000
1951-03-16,21.64,1660000
1951-03-19,21.56,1120000
1951-03-20,21.52,1020000
1951-03-21,21.64,1310000
1951-03-22,21.73,1290000
1951-03-26,21.53,1230000
1951-03-27,21.51,1250000
1951-03-28,21.26,1770000
1951-03-29,21.33,1300000
1951-03-30,21.48,1150000
1951-04-02,21.32,1280000
1951-04-03,21.26,1220000
1951-04-04,21.40,1300000
1951-04-05,21.69,1790000
1951-04-06,21.72,1450000
1951-04-09,21.68,1110000
1951-04-10,21.65,1280000
1951-04-11,21.64,1420000
1951-04-12,21.83,1530000
1951-04-13,22.09,2120000
1951-04-16,22.04,1730000
1951-04-17,22.09,1470000
1951-04-18,22.13,1780000
1951-04-19,22.04,1520000
1951-04-20,22.04,940000
1951-04-23,22.05,1160000
1951-04-24,21.96,1420000
1951-04-25,21.97,1520000
1951-04-26,22.16,1800000
1951-04-27,22.39,2120000
1951-04-30,22.43,1790000
1951-05-01,22.53,1760000
1951-05-02,22.62,1900000
1951-05-03,22.81,2060000
1951-05-04,22.77,2050000
1951-05-07,22.63,1580000
1951-05-08,22.61,1600000
1951-05-09,22.64,1960000
1951-05-10,22.51,1660000
1951-05-11,22.33,1640000
1951-05-14,22.18,1250000
1951-05-15,21.76,2020000
1951-05-16,21.69,1660000
1951-05-17,21.91,1370000
1951-05-18,21.51,1660000
1951-05-21,21.46,1580000
1951-05-22,21.36,1440000
1951-05-23,21.16,1540000
1951-05-24,21.05,2580000
1951-05-25,21.03,1210000
1951-05-28,21.21,1240000
1951-05-29,21.35,1190000
1951-05-31,21.52,1220000
1951-06-01,21.48,9810000
1951-06-04,21.24,1100000
1951-06-05,21.33,1180000
1951-06-06,21.48,1200000
1951-06-07,21.56,1340000
1951-06-08,21.49,1000000
1951-06-11,21.61,1220000
1951-06-12,21.52,1200000
1951-06-13,21.55,1060000
1951-06-14,21.84,1300000
1951-06-15,22.04,1370000
1951-06-18,22.05,1050000
1951-06-19,22.02,1100000
1951-06-20,21.91,1120000
1951-06-21,21.78,1100000
1951-06-22,21.55,1340000
1951-06-25,21.29,2440000
1951-06-26,21.30,1260000
1951-06-27,21.37,1360000
1951-06-28,21.10,1940000
1951-06-29,20.96,1730000
1951-07-02,21.10,1350000
1951-07-03,21.23,1250000
1951-07-05,21.64,1410000
1951-07-06,21.64,1170000
1951-07-09,21.73,1110000
1951-07-10,21.63,990000
1951-07-11,21.68,970000
1951-07-12,21.80,1050000
1951-07-13,21.98,1320000
1951-07-16,21.73,1200000
1951-07-17,21.92,1280000
1951-07-18,21.88,1370000
1951-07-19,21.84,1120000
1951-07-20,21.88,1390000
1951-07-23,22.10,1320000
1951-07-24,22.44,1740000
1951-07-25,22.32,1870000
1951-07-26,22.47,1480000
1951-07-27,22.53,1450000
1951-07-30,22.63,1600000
1951-07-31,22.40,1550000
1951-08-01,22.51,1680000
1951-08-02,22.82,2130000
1951-08-03,22.85,1570000
1951-08-06,23.01,1600000
1951-08-07,23.03,1810000
1951-08-08,22.93,1410000
1951-08-09,22.84,1500000
1951-08-10,22.79,1260000
1951-08-13,22.80,1320000
1951-08-14,22.70,1180000
1951-08-15,22.79,1340000
1951-08-16,22.87,1750000
1951-08-17,22.94,1620000
1951-08-20,22.93,1130000
1951-08-21,22.83,1400000
1951-08-22,22.75,1130000
1951-08-23,22.90,1230000
1951-08-24,22.88,1210000
1951-08-27,22.85,1080000
1951-08-28,22.90,1280000
1951-08-29,23.08,1520000
1951-08-30,23.24,1950000
1951-08-31,23.28,1530000
1951-09-04,23.28,1520000
1951-09-05,23.42,1850000
1951-09-06,23.47,2150000
1951-09-07,23.53,1970000
1951-09-10,23.62,2190000
1951-09-11,23.50,2040000
1951-09-12,23.60,2180000
1951-09-13,23.71,2350000
1951-09-14,23.69,2170000
1951-09-17,23.62,1800000
1951-09-18,23.59,2030000
1951-09-19,23.59,2070000
1951-09-20,23.57,2100000
1951-09-21,23.40,2180000
1951-09-24,23.30,1630000
1951-09-25,23.38,1740000
1951-09-26,23.40,1520000
1951-09-27,23.27,1540000
1951-09-28,23.26,1390000
1951-10-01,23.47,1330000
1951-10-02,23.64,1870000
1951-10-03,23.79,2780000
1951-10-04,23.72,1810000
1951-10-05,23.78,2080000
1951-10-08,23.75,1860000
1951-10-09,23.65,1750000
1951-10-10,23.61,1320000
1951-10-11,23.70,1760000
1951-10-15,23.85,1720000
1951-10-16,23.77,1730000
1951-10-17,23.69,1460000
1951-10-18,23.67,1450000
1951-10-19,23.32,1990000
1951-10-22,22.75,2690000
1951-10-23,22.84,2110000
1951-10-24,23.03,1670000
1951-10-25,22.96,1360000
1951-10-26,22.81,1710000
1951-10-29,22.69,1780000
1951-10-30,22.66,1530000
1951-10-31,22.94,1490000
1951-11-01,23.10,1430000
1951-11-02,22.93,1230000
1951-11-05,22.82,1130000
1951-11-07,22.49,1490000
1951-11-08,22.47,1410000
1951-11-09,22.75,1470000
1951-11-13,22.79,1160000
1951-11-14,22.85,1220000
1951-11-15,22.84,1200000
1951-11-16,22.82,1140000
1951-11-19,22.73,1030000
1951-11-20,22.68,1130000
1951-11-21,22.64,1090000
1951-11-23,22.40,1210000
1951-11-26,22.43,1180000
1951-11-27,22.66,1310000
1951-11-28,22.61,1150000
1951-11-29,22.67,1070000
1951-11-30,22.88,1530000
1951-12-03,23.01,1220000
1951-12-04,23.14,1280000
1951-12-05,23.07,1330000
1951-12-06,23.34,1840000
1951-12-07,23.38,1990000
1951-12-10,23.42,1340000
1951-12-11,23.30,1360000
1951-12-12,23.37,1280000
1951-12-13,23.39,1380000
1951-12-14,23.37,1360000
1951-12-17,23.41,1220000
1951-12-18,23.49,1290000
1951-12-19,23.57,1510000
1951-12-20,23.57,1340000
1951-12-21,23.51,1250000
1951-12-24,23.54,680000
1951-12-26,23.44,1520000
1951-12-27,23.65,1460000
1951-12-28,23.69,1470000
1951-12-31,23.77,1440000
1952-01-02,23.80,1070000
1952-01-03,23.88,1220000
1952-01-04,23.92,1480000
1952-01-07,23.91,1540000
1952-01-08,23.82,1390000
1952-01-09,23.74,1370000
1952-01-10,23.86,1520000
1952-01-11,23.98,1760000
1952-01-14,24.16,1510000
1952-01-15,24.06,1340000
1952-01-16,24.09,1430000
1952-01-17,24.20,1590000
1952-01-18,24.25,1740000
1952-01-21,24.46,1730000
1952-01-22,24.66,1920000
1952-01-23,24.54,1680000
1952-01-24,24.56,1570000
1952-01-25,24.55,1650000
1952-01-28,24.61,1590000
1952-01-29,24.57,1730000
1952-01-30,24.23,1880000
1952-01-31,24.14,1810000
1952-02-01,24.30,1350000
1952-02-04,24.12,1640000
1952-02-05,24.11,1590000
1952-02-06,24.18,1310000
1952-02-07,24.11,1170000
1952-02-08,24.24,1350000
1952-02-11,24.11,1140000
1952-02-13,23.92,1300000
1952-02-14,23.87,1340000
1952-02-15,23.86,1200000
1952-02-18,23.74,1140000
1952-02-19,23.36,1630000
1952-02-20,23.09,1970000
1952-02-21,23.16,1360000
1952-02-25,23.23,1200000
1952-02-26,23.15,1080000
1952-02-27,23.18,1260000
1952-02-28,23.29,1150000
1952-02-29,23.26,1000000
1952-03-03,23.29,1020000
1952-03-04,23.68,1570000
1952-03-05,23.71,1380000
1952-03-06,23.69,1210000
1952-03-07,23.72,1410000
1952-03-10,23.60,1170000
1952-03-11,23.62,1210000
1952-03-12,23.73,1310000
1952-03-13,23.75,1270000
1952-03-14,23.75,1350000
1952-03-17,23.92,1150000
1952-03-18,23.87,1170000
1952-03-19,23.82,1090000
1952-03-20,23.89,1240000
1952-03-21,23.93,1290000
1952-03-24,23.93,1040000
1952-03-25,23.79,1060000
1952-03-26,23.78,1030000
1952-03-27,23.99,1370000
1952-03-28,24.18,1560000
1952-03-31,24.37,1680000
1952-04-01,24.18,1720000
1952-04-02,24.12,1260000
1952-04-03,24.12,1280000
1952-04-04,24.02,1190000
1952-04-07,23.80,1230000
1952-04-08,23.91,1090000
1952-04-09,23.94,980000
1952-04-10,24.11,1130000
1952-04-14,23.95,1790000
1952-04-15,23.65,1720000
1952-04-16,23.58,1400000
1952-04-17,23.41,1620000
1952-04-18,23.50,1240000
1952-04-21,23.69,1110000
1952-04-22,23.58,1240000
1952-04-23,23.48,1090000
1952-04-24,23.43,1580000
1952-04-25,23.54,1240000
1952-04-28,23.55,980000
1952-04-29,23.49,1170000
1952-04-30,23.32,1000000
1952-05-01,23.17,1400000
1952-05-02,23.56,1300000
1952-05-05,23.66,860000
1952-05-06,23.67,1120000
1952-05-07,23.81,1120000
1952-05-08,23.86,1230000
1952-05-09,23.84,960000
1952-05-12,23.75,800000
1952-05-13,23.78,890000
1952-05-14,23.68,950000
1952-05-15,23.60,1050000
1952-05-16,23.56,910000
1952-05-19,23.61,780000
1952-05-20,23.74,1150000
1952-05-21,23.78,1210000
1952-05-22,23.91,1360000
1952-05-23,23.89,1150000
1952-05-26,23.94,940000
1952-05-27,23.88,1040000
1952-05-28,23.84,1130000
1952-05-29,23.86,1100000
1952-06-02,23.80,1190000
1952-06-03,23.78,940000
1952-06-04,23.95,1200000
1952-06-05,24.10,1410000
1952-06-06,24.26,1520000
1952-06-09,24.37,1270000
1952-06-10,24.23,1220000
1952-06-11,24.31,1190000
1952-06-12,24.31,1370000
1952-06-13,24.37,1130000
1952-06-16,24.30,980000
1952-06-17,24.33,920000
1952-06-18,24.43,1270000
1952-06-19,24.51,1320000
1952-06-20,24.59,1190000
1952-06-23,24.56,1200000
1952-06-24,24.60,1200000
1952-06-25,24.66,1230000
1952-06-26,24.75,1190000
1952-06-27,24.83,1210000
1952-06-30,24.96,1380000
1952-07-01,25.12,1450000
1952-07-02,25.06,1320000
1952-07-03,25.05,1150000
1952-07-07,24.97,1080000
1952-07-08,24.96,850000
1952-07-09,24.86,1120000
1952-07-10,24.81,1010000
1952-07-11,24.98,1040000
1952-07-14,25.03,1090000
1952-07-15,25.16,1220000
1952-07-16,25.16,1120000
1952-07-17,25.05,1010000
1952-07-18,24.85,1020000
1952-07-21,24.95,780000
1952-07-22,25.00,910000
1952-07-23,25.11,1020000
1952-07-24,25.24,1270000
1952-07-25,25.16,1130000
1952-07-28,25.20,1030000
1952-07-29,25.26,1010000
1952-07-30,25.37,1240000
1952-07-31,25.40,1230000
1952-08-01,25.45,1050000
1952-08-04,25.43,950000
1952-08-05,25.46,1050000
1952-08-06,25.44,1140000
1952-08-07,25.52,1180000
1952-08-08,25.55,1170000
1952-08-11,25.52,1160000
1952-08-12,25.31,1110000
1952-08-13,25.28,990000
1952-08-14,25.28,930000
1952-08-15,25.20,890000
1952-08-18,24.94,1090000
1952-08-19,24.89,980000
1952-08-20,24.95,960000
1952-08-21,24.98,800000
1952-08-22,24.99,910000
1952-08-25,24.87,840000
1952-08-26,24.83,890000
1952-08-27,24.94,930000
1952-08-28,24.97,980000
1952-08-29,25.03,890000
1952-09-02,25.15,970000
1952-09-03,25.25,1200000
1952-09-04,25.24,1120000
1952-09-05,25.21,1040000
1952-09-08,25.11,1170000
1952-09-09,24.86,1310000
1952-09-10,24.69,1590000
1952-09-11,24.72,970000
1952-09-12,24.71,1040000
1952-09-15,24.45,1100000
1952-09-16,24.53,1140000
1952-09-17,24.58,1000000
1952-09-18,24.51,1030000
1952-09-19,24.57,1150000
1952-09-22,24.59,1160000
1952-09-23,24.70,1240000
1952-09-24,24.79,1390000
1952-09-25,24.81,1210000
1952-09-26,24.73,1180000
1952-09-29,24.68,970000
1952-09-30,24.54,1120000
1952-10-01,24.48,1060000
1952-10-02,24.52,1040000
1952-10-03,24.50,980000
1952-10-06,24.44,1070000
1952-10-07,24.40,950000
1952-10-08,24.58,1260000
1952-10-09,24.57,1090000
1952-10-10,24.55,1070000
1952-10-14,24.48,1130000
1952-10-15,24.06,1730000
1952-10-16,23.91,1730000
1952-10-17,24.20,1360000
1952-10-20,24.13,1050000
1952-10-21,24.07,990000
1952-10-22,23.80,1160000
1952-10-23,23.87,1260000
1952-10-24,24.03,1060000
1952-10-27,24.09,1000000
1952-10-28,24.13,1080000
1952-10-29,24.15,1020000
1952-10-30,24.15,1090000
1952-10-31,24.52,1760000
1952-11-03,24.60,1670000
1952-11-05,24.67,2030000
1952-11-06,24.77,1390000
1952-11-07,24.78,1540000
1952-11-10,24.77,1360000
1952-11-12,24.65,1490000
1952-11-13,24.71,1330000
1952-11-14,24.75,1700000
1952-11-17,24.80,1490000
1952-11-18,25.16,2250000
1952-11-19,25.33,2350000
1952-11-20,25.28,1740000
1952-11-21,25.27,1760000
1952-11-24,25.42,2100000
1952-11-25,25.36,1930000
1952-11-26,25.52,1920000
1952-11-28,25.66,2160000
1952-12-01,25.68,2100000
1952-12-02,25.74,1610000
1952-12-03,25.71,1610000
1952-12-04,25.61,1570000
1952-12-05,25.62,1510000
1952-12-08,25.76,1790000
1952-12-09,25.93,2120000
1952-12-10,25.98,1880000
1952-12-11,25.96,1790000
1952-12-12,26.04,2030000
1952-12-15,26.04,1940000
1952-12-16,26.07,1980000
1952-12-17,26.04,1700000
1952-12-18,26.03,1860000
1952-12-19,26.15,2050000
1952-12-22,26.30,2100000
1952-12-23,26.19,2100000
1952-12-24,26.21,1510000
1952-12-26,26.25,1290000
1952-12-29,26.40,1820000
1952-12-30,26.59,2070000
1952-12-31,26.57,2050000
1953-01-02,26.54,1450000
1953-01-05,26.66,2130000
1953-01-06,26.48,2080000
1953-01-07,26.37,1760000
1953-01-08,26.33,1780000
1953-01-09,26.08,2080000
1953-01-12,25.86,1500000
1953-01-13,26.02,1680000
1953-01-14,26.08,1370000
1953-01-15,26.13,1450000
1953-01-16,26.02,1710000
1953-01-19,26.01,1360000
1953-01-20,26.14,1490000
1953-01-21,26.09,1300000
1953-01-22,26.12,1380000
1953-01-23,26.07,1340000
1953-01-26,26.02,1420000
1953-01-27,26.05,1550000
1953-01-28,26.13,1640000
1953-01-29,26.20,1830000
1953-01-30,26.38,1760000
1953-02-02,26.51,1890000
1953-02-03,26.54,1560000
1953-02-04,26.42,1660000
1953-02-05,26.15,1900000
1953-02-06,26.51,1870000
1953-02-09,25.69,1780000
1953-02-10,25.62,1350000
1953-02-11,25.64,1240000
1953-02-13,25.74,1350000
1953-02-16,25.65,1330000
1953-02-17,25.50,1290000
1953-02-18,25.48,1220000
1953-02-19,25.57,1390000
1953-02-20,25.63,1400000
1953-02-24,25.75,2300000
1953-02-25,25.91,2360000
1953-02-26,25.95,2290000
1953-02-27,25.90,1990000
1953-03-02,25.93,1760000
1953-03-03,26.00,1850000
1953-03-04,25.78,2010000
1953-03-05,25.79,1540000
1953-03-06,25.84,1690000
1953-03-09,25.83,1600000
1953-03-10,25.91,1530000
1953-03-11,26.12,1890000
1953-03-12,26.13,1780000
1953-03-13,26.18,1760000
1953-03-16,26.22,1770000
1953-03-17,26.33,2110000
1953-03-18,26.24,2110000
1953-03-19,26.22,1840000
1953-03-20,26.18,1730000
1953-03-23,26.02,1750000
1953-03-24,26.17,1970000
1953-03-25,26.10,2320000
1953-03-26,25.95,2000000
1953-03-27,25.99,1640000
1953-03-30,25.61,2740000
1953-03-31,25.29,3120000
1953-04-01,25.25,2240000
1953-04-02,25.23,1720000
1953-04-06,24.61,3050000
1953-04-07,24.71,2500000
1953-04-08,24.93,1860000
1953-04-09,24.88,1520000
1953-04-10,24.82,1360000
1953-04-13,24.77,1280000
1953-04-14,24.86,1480000
1953-04-15,24.96,1580000
1953-04-16,24.91,1310000
1953-04-17,24.62,1430000
1953-04-20,24.73,1520000
1953-04-21,24.67,1250000
1953-04-22,24.46,1390000
1953-04-23,24.19,1920000
1953-04-24,24.20,1780000
1953-04-27,24.34,1400000
1953-04-28,24.52,1330000
1953-04-29,24.68,1310000
1953-04-30,24.62,1140000
1953-05-01,24.73,1200000
1953-05-04,25.00,1520000
1953-05-05,25.03,1290000
1953-05-06,25.00,1110000
1953-05-07,24.90,1110000
1953-05-08,24.90,1220000
1953-05-11,24.91,1010000
1953-05-12,24.74,1080000
1953-05-13,24.71,1120000
1953-05-14,24.85,1210000
1953-05-15,24.84,1200000
1953-05-18,24.75,1080000
1953-05-19,24.70,1120000
1953-05-20,24.93,1690000
1953-05-21,25.06,1590000
1953-05-22,25.03,1350000
1953-05-25,24.99,1180000
1953-05-26,24.87,1160000
1953-05-27,24.64,1330000
1953-05-28,24.46,1240000
1953-05-29,24.54,920000
1953-06-01,24.15,1490000
1953-06-02,24.22,1450000
1953-06-03,24.18,1050000
1953-06-04,24.03,1400000
1953-06-05,24.09,1160000
1953-06-08,24.01,1000000
1953-06-09,23.60,2200000
1953-06-10,23.54,1960000
1953-06-11,23.75,1220000
1953-06-12,23.82,920000
1953-06-15,23.62,1090000
1953-06-16,23.55,1370000
1953-06-17,23.85,1150000
1953-06-18,23.84,1010000
1953-06-19,23.84,890000
1953-06-22,23.96,1030000
1953-06-23,24.12,1050000
1953-06-24,24.09,1030000
1953-06-25,24.19,1160000
1953-06-26,24.21,830000
1953-06-29,24.14,800000
1953-06-30,24.14,820000
1953-07-01,24.24,910000
1953-07-02,24.31,1030000
1953-07-03,24.36,830000
1953-07-06,24.38,820000
1953-07-07,24.51,1030000
1953-07-08,24.50,950000
1953-07-09,24.43,910000
1953-07-10,24.41,860000
1953-07-13,24.17,1120000
1953-07-14,24.08,1030000
1953-07-15,24.15,840000
1953-07-16,24.18,790000
1953-07-17,24.35,840000
1953-07-20,24.22,830000
1953-07-21,24.16,850000
1953-07-22,24.19,900000
1953-07-23,24.23,1000000
1953-07-24,24.23,890000
1953-07-27,24.07,1210000
1953-07-28,24.11,1080000
1953-07-29,24.26,1000000
1953-07-30,24.49,1200000
1953-07-31,24.75,1320000
1953-08-03,24.84,1160000
1953-08-04,24.78,1000000
1953-08-05,24.68,1080000
1953-08-06,24.80,1200000
1953-08-07,24.78,950000
1953-08-10,24.75,1090000
1953-08-11,24.72,940000
1953-08-12,24.78,990000
1953-08-13,24.73,1040000
1953-08-14,24.62,1000000
1953-08-17,24.56,910000
1953-08-18,24.46,1030000
1953-08-19,24.31,1400000
1953-08-20,24.29,860000
1953-08-21,24.35,850000
1953-08-24,24.09,1320000
1953-08-25,23.93,1470000
1953-08-26,23.86,1060000
1953-08-27,23.79,1290000
1953-08-28,23.74,1060000
1953-08-31,23.32,2190000
1953-09-01,23.42,1580000
1953-09-02,23.56,1110000
1953-09-03,23.51,900000
1953-09-04,23.57,770000
1953-09-08,23.61,740000
1953-09-09,23.65,860000
1953-09-10,23.41,1010000
1953-09-11,23.14,1930000
1953-09-14,22.71,2550000
1953-09-15,22.90,2850000
1953-09-16,23.01,1570000
1953-09-17,23.07,1290000
1953-09-18,22.95,1190000
1953-09-21,22.88,1070000
1953-09-22,23.20,1300000
1953-09-23,23.23,1240000
1953-09-24,23.24,1020000
1953-09-25,23.30,910000
1953-09-28,23.45,1150000
